f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,Label
1.1380702180393631,0.5862509257037343,0.38156463900818155,0.8570703311162363,1.2326553006977463,1.053579526871318,2.550968660953748,5.950463159054306,1.7809824183447427,3.213174411545001,0.7475477212875729,0.6602013454280059,0.09939986436762015,0.07553726010772167,0.2859389939834462,1.0566206055362253,1.3446178411388652,0.9126274966990324,1.097936797257604,0.9686436742286155,1.0329871381530304,1.9096103320036102,0.15726158722203365,0.07451195546151113,0.11694266314420755,0.2689535199367283,1.848893698343094,0.8919115400109198,0.23496304503281037,0.19033190363112534,Normal
1.4116308402065303,1.3683488564638102,0.19543362787836985,1.779542871549603,0.5084244619364604,1.53670598490308,0.27130206202022294,1.9178681522900511,0.09075318667642826,0.1262403715044222,0.7758894197134919,0.26014414217850546,0.1925278698121057,1.5899994081937783,0.23830085591373099,0.46424363229788446,0.06786978269745085,5.93667619279513,0.3075891951550175,0.946157794856811,1.1358000302303641,0.13615909466707146,0.6819455574307726,0.08839377935815763,1.0261993431827925,0.7202105710719006,0.17309025105470047,0.1352338976656986,0.8639264125863971,0.03643767007156494,Normal
0.3819856761827007,0.6545465750492686,0.11527267937071509,0.5068046881189636,0.04944484126715638,0.05459051857458878,0.6584343866681714,1.5499349368434423,0.3079180145499513,2.1342108026236777,2.553900213319348,0.5697739487615084,1.325730959396706,1.2552328020892003,0.9137331166471505,0.8704983492884741,0.1003268405446784,0.5433839337508427,1.8904414434041208,0.5069192548264038,1.1746019169603195,0.2887213181603782,0.5961629809084463,0.9567860813118475,4.026955872833916,0.3157191760466395,1.8444126979377085,1.5651840014206486,0.4837787882313082,0.5837218912957588,Attack_1
2.8859895798418167,0.39716348075842944,1.8347720037533009,0.44282735494756414,0.2961356625746379,1.825385904909904,4.257375258898562,1.0659952097278074,0.7183257782747693,0.20100445571730965,0.07381215382615539,0.3804040788650193,0.40627756791202013,0.13461771117727328,0.32239277903319347,2.2129364247240435,1.3686035070729192,1.3305056529584658,5.083954364376567,1.58513046599092,0.10664690165168136,0.41343988647998375,1.2852477566805816,0.002563277865703985,0.24037380117412263,1.3420055262626684,1.7626613802257958,1.852007489187056,1.0034605141516009,0.7390756812143572,Attack_2
0.5194422967091192,0.1336573520881079,0.33485958890391565,0.07436659658200277,1.1878145353588576,1.4469790953853225,0.059735509115484746,0.10583143447041822,1.034831623931987,0.38733308863481875,0.1447455805028488,0.11238276906404715,1.1978866821165686,0.7775418141587479,0.4448723835022639,0.6063644858931155,0.7637426771992908,0.9068884665772289,0.16131280821275545,0.7435894769377469,1.2452930083236615,0.7215224156164696,0.5419365469421726,2.0331624160904185,1.2881455461020805,4.21665983001552,0.04151310540264006,0.15724191953443764,4.219352611328202,0.17089704785960447,Normal
0.6002910114642359,0.583455914296881,0.2660501733394022,1.381738929184334,0.14810038676653448,5.984386673089173,2.9410708783366264,0.725046047242957,0.26909126083603163,1.5485660360013513,0.4774354738806604,2.132251936912679,1.1089081118088588,0.9255601403436362,0.4924836266473555,0.7809062947135219,0.5692147532196623,0.29190075979877905,0.5853243224909018,0.15584670026421693,1.5046861982440571,0.2430536040666174,2.717211816293364,0.19001103102843947,0.3158340392209161,0.0635676080007328,0.9321712088658282,0.21838449327462775,0.5905514392677559,0.061835453693902656,Attack_3
0.09227761444035733,2.2183109516947273,2.6860012223102547,1.11776511532887,1.6344541043021317,0.9831755984101108,0.13050049647297907,0.4865777780383805,0.34557588072034784,0.6368930069310069,0.19120741410143324,2.337098923101392,1.1947567382358089,0.5956119036788164,0.7746275096897891,0.35147475633010566,1.6079180073908597,0.46566017886373295,1.0784614236247538,0.8775396930420114,0.5916379958263378,0.2044362143975858,2.615743672807574,0.8798090711350939,1.0430246453720995,0.05638254858270507,0.2141982528296701,0.3235155154423283,2.5883797357845073,0.9099737321839549,Attack_1
1.2290748541294076,0.41310238521608356,2.904529496010784,2.35918408276828,0.45912803871923774,1.0371208570879702,0.0744392090174713,0.6838105039200052,0.10054166354026904,0.539607013213988,1.7650674247637266,1.6317101778267635,1.2183714305691689,0.05147328979559324,0.8969836348811863,2.5541298532395658,0.11320929950074338,0.1183654115490124,0.00546606542777151,0.26485959620160743,1.624718208006464,2.102022945864048,1.4708596236947593,1.934468955570929,0.5932869693824132,0.1416140651990511,1.283352446101211,0.05609629743202354,7.188821392899657,0.2896906160594436,Attack_1
0.34437840116575547,0.25870821935851696,0.44288984623456373,0.08758672837602152,1.569573268922979,0.11322937187124463,0.04346261022478027,1.197398538075091,0.5713712570619914,2.528014824642052,0.1983962336307272,0.38464704578874853,0.2458532720634645,0.9686189383490227,0.5546653267035112,1.0017489300659441,0.5784280745138096,0.0027856596451650635,4.542997418227624,0.30458325234612127,1.6002757796472622,2.5744676191487086,1.2134454008045337,3.9622500032821684,0.4828341892045382,1.4737931719420938,0.3518284795544033,0.8452126728709626,1.4315690747373473,0.16639473310463282,Attack_2
2.185788637167279,5.03993392051346,0.5935534749014024,0.7277911717538452,0.5880580686256771,0.43210740798766933,1.9365900426137865,1.9091634844989527,0.47375085810622497,0.6660486878709889,0.3056536670018789,0.19756502959765526,0.12840288274095163,3.8129431489896874,1.4097866840313646,0.19476026598423501,0.5636123199224001,1.187051769653559,0.409770376430657,0.4275621260371191,1.332874388516095,1.070093016956334,0.1907395790365863,3.5806525197415864,0.9194815596274378,3.0277563358635837,1.6710974120463298,0.23128745387212588,0.7806768455870073,0.3963636569705568,Attack_1
